Frame;Time;HeadPosition;HandDetected;HighConfidence;HandPosition;HandVelocity;IsPinchGrabbing;IsPalmGrabbing;IsAutogripGrabbing;StrengthThumbIndex;StrengthThumbMiddle;StrengthThumbRing;StrengthThumbPinky;StrengthPalmIndex;StrengthPalmMiddle;StrengthPalmRing;StrengthPalmPinky;WristTwist
7620;7,69999361;(-0.037, 1.032, -0.151);True;True;(-0.115, 0.735, 0.007);(-0.7866, 0.0366, 0.2251);False;False;False;0;0;0;0;0;0;0;0;168,063
7625;7,779993534;(-0.037, 1.032, -0.150);True;True;(-0.164, 0.739, 0.026);(-0.4843, 0.0491, 0.1742);False;False;False;0;0;0;0;0;0;0;0;197,239
7630;7,839993477;(-0.036, 1.032, -0.148);True;True;(-0.200, 0.731, 0.047);(-0.5359, -0.1014, 0.3180);False;False;False;0;0;0;0;0;0;0;0;204,125
7635;7,919993401;(-0.035, 1.032, -0.147);True;True;(-0.229, 0.695, 0.072);(-0.3543, -0.5860, 0.3241);False;False;False;0;0;0;0;0;0;0;0;181,799
7640;7,979993343;(-0.033, 1.032, -0.144);True;True;(-0.225, 0.679, 0.063);(0.1196, -0.1363, -0.0965);False;False;False;0;0;0;0;0;0;0;0;144,645
7650;8,119996071;(-0.028, 1.032, -0.139);True;True;(-0.222, 0.623, 0.132);(0.5368, 0.2991, 0.4090);False;False;False;0;0;0;0;0;0;0;0;119,847
7660;8,259999275;(-0.020, 1.032, -0.136);True;True;(-0.106, 0.760, 0.106);(1.5176, 1.3309, -0.2061);False;True;False;1;1;1;1;0;0;0;0;134,489
7670;8,40000248;(-0.008, 1.035, -0.139);True;True;(0.000, 0.762, 0.128);(0.2772, -0.2423, 0.1290);False;True;False;1;1;1;1;0;0;0;0;151,595
7680;8,540005684;(0.002, 1.038, -0.140);True;True;(0.019, 0.709, 0.148);(-0.1825, -0.1585, -0.0272);False;False;False;0;0;0;0;0;0;0;0;177,285
7690;8,680008888;(0.008, 1.037, -0.140);True;True;(-0.011, 0.719, 0.131);(-0.2962, 0.2417, -0.1792);False;False;False;0;0;0;0;0;0;0;0;188,468
7700;8,820012093;(0.007, 1.038, -0.140);True;True;(-0.117, 0.732, 0.132);(-0.5656, -0.0685, 0.0785);False;False;False;0;0;0;0;0;0;0;0;191,422
7705;8,880013466;(0.005, 1.039, -0.141);True;True;(-0.176, 0.709, 0.136);(-0.9078, -0.4631, -0.0350);False;False;False;0;0;0;0;0;0;0;0;175,324
7710;8,960015297;(0.002, 1.041, -0.142);True;True;(-0.191, 0.670, 0.140);(0.0381, -0.2956, 0.0270);False;False;False;0;0;0;0;0;0;0;0;145,628
7715;9,02001667;(0.003, 1.046, -0.143);True;True;(-0.188, 0.641, 0.151);(0.1083, -0.4457, 0.1528);False;False;False;0;0;0;0;0;0;0;0;145,177
7720;9,100018501;(0.006, 1.053, -0.146);True;True;(-0.179, 0.639, 0.156);(0.0720, 0.0150, 0.0535);False;False;False;0;0;0;0;0;0;0;0;170,632
7725;9,160019875;(0.011, 1.058, -0.149);True;True;(-0.173, 0.641, 0.164);(0.1122, 0.1922, 0.1417);False;False;False;0;0;0;0;0;0;0;0;200,827
7730;9,240021706;(0.016, 1.060, -0.152);True;True;(-0.161, 0.660, 0.165);(0.1894, 0.2792, 0.0603);False;True;False;1;1;1;1;0;0;0;0;210,68
7735;9,300023079;(0.020, 1.061, -0.155);True;True;(-0.114, 0.719, 0.161);(1.1284, 1.3856, -0.1803);False;True;False;1;1;1;1;0;0;0;0;181,612
7745;9,440026283;(0.029, 1.063, -0.162);True;True;(-0.025, 0.775, 0.152);(0.7633, -0.1544, 0.2109);False;True;False;1;1;1;1;0;0;0;0;166,066
7755;9,580029488;(0.038, 1.065, -0.167);True;True;(0.015, 0.735, 0.164);(-0.0273, -0.0601, -0.1085);False;True;False;1;1;1;1;0;0;0;0;136,828
7765;9,720032692;(0.043, 1.065, -0.167);True;True;(0.006, 0.703, 0.169);(-0.0576, 0.0125, -0.0667);False;False;False;0;0;0;0;0;0;0;0;118,943
7775;9,860035896;(0.044, 1.066, -0.166);True;True;(-0.010, 0.721, 0.164);(-0.1645, 0.1569, 0.0718);False;False;False;0;0;0;0;0;0;0;0;103,291
7785;10,0000391;(0.035, 1.062, -0.162);True;True;(-0.076, 0.753, 0.179);(-0.3608, -0.0358, 0.0878);False;False;False;0;0;0;0;0;0;0;0;109,052
7790;10,06004047;(0.028, 1.057, -0.158);True;True;(-0.114, 0.741, 0.185);(-0.7912, -0.3371, 0.1265);False;False;False;0;0;0;0;0;0;0;0;141,963
7795;10,1400423;(0.022, 1.053, -0.152);True;True;(-0.145, 0.719, 0.183);(-0.2046, -0.1265, -0.1365);False;False;False;0;0;0;0;0;0;0;0;157,756
7800;10,20004368;(0.016, 1.049, -0.147);True;True;(-0.154, 0.714, 0.168);(-0.2055, -0.2602, -0.2404);False;False;False;0;0;0;0;0;0;0;0;188,457
7805;10,28004551;(0.012, 1.046, -0.143);True;True;(-0.152, 0.677, 0.178);(0.0934, -0.4701, 0.1706);False;False;False;0;0;0;0;0;0;0;0;206,735
7810;10,34004688;(0.009, 1.044, -0.138);True;True;(-0.134, 0.652, 0.180);(0.4679, -0.3020, -0.1040);False;False;False;0;0;0;0;0;0;0;0;207,356
7815;10,42004871;(0.007, 1.042, -0.135);True;True;(-0.115, 0.641, 0.183);(0.1254, -0.1890, 0.1263);False;False;False;0;0;0;0;0;0;0;0;162,649
7820;10,48005009;(0.007, 1.041, -0.133);True;True;(-0.102, 0.628, 0.197);(0.3435, -0.2591, 0.2652);False;False;False;0;0;0;0;0;0;0;0;112,833
7830;10,62005329;(0.010, 1.041, -0.131);True;True;(-0.089, 0.617, 0.198);(-0.0882, 0.1014, -0.0172);False;False;False;0;0;0;0;0;0;0;0;102,329
7840;10,7600565;(0.011, 1.040, -0.130);True;True;(-0.086, 0.643, 0.197);(0.0863, 0.3461, -0.0745);False;True;False;1;1;1;0,8655567;0;0;0;0;102,723
7850;10,9000597;(0.008, 1.040, -0.132);True;True;(-0.027, 0.740, 0.166);(0.3387, 0.1882, -0.1666);False;True;False;1;1;1;1;0;0;0;0;110,886
7860;11,0400629;(0.005, 1.039, -0.136);True;True;(0.022, 0.730, 0.148);(0.1353, -0.1533, -0.0752);False;True;False;1;1;1;1;0;0;0;0;131,371
7870;11,18006611;(0.004, 1.038, -0.138);True;True;(0.033, 0.689, 0.148);(-0.0386, -0.1688, -0.0111);False;False;False;0;0;0;0;0;0;0;0;160,538
7875;11,24006748;(0.003, 1.037, -0.138);True;True;(0.029, 0.680, 0.144);(-0.0515, -0.1198, -0.1142);False;False;False;0;0;0;0;0;0;0;0;175,328
7880;11,32006931;(0.001, 1.037, -0.138);True;True;(0.025, 0.687, 0.133);(-0.0411, 0.0868, -0.0675);False;False;False;0;0;0;0;0;0;0;0;142,573
7885;11,38007069;(-0.001, 1.037, -0.139);True;True;(0.021, 0.693, 0.130);(-0.0835, 0.1172, -0.0431);False;False;False;0;0;0;0;0;0;0;0;141,437
7890;11,46007252;(-0.003, 1.037, -0.139);True;True;(0.010, 0.714, 0.122);(-0.1563, 0.3050, -0.1550);False;False;False;0;0;0;0;0;0;0;0;180,151
7895;11,52007389;(-0.005, 1.036, -0.139);True;True;(-0.015, 0.742, 0.113);(-0.5624, 0.4171, -0.1074);False;False;False;0;0;0;0;0;0;0;0;205,387
7900;11,60007572;(-0.007, 1.036, -0.139);True;True;(-0.053, 0.762, 0.106);(-0.3976, 0.2148, -0.1049);False;False;False;0;0;0;0;0;0;0;0;217,962
7905;11,6600771;(-0.010, 1.036, -0.140);True;True;(-0.094, 0.774, 0.094);(-0.8552, 0.2450, -0.3270);False;False;False;0;0;0;0;0;0;0;0;219,76
7915;11,8000803;(-0.016, 1.036, -0.141);True;True;(-0.160, 0.773, 0.082);(-0.3950, -0.1053, -0.2242);False;False;False;0;0;0;0;0;0;0;0;210,421
7925;11,9400835;(-0.023, 1.036, -0.142);True;True;(-0.187, 0.759, 0.064);(-0.0313, -0.0492, -0.1084);False;False;False;0;0;0;0;0;0;0;0;199,385
7935;12,08008671;(-0.029, 1.035, -0.143);True;True;(-0.197, 0.752, 0.052);(-0.0716, -0.0372, -0.0398);False;False;False;0;0;0;0;0;0;0;0;171,691
7945;12,22008991;(-0.033, 1.034, -0.143);True;True;(-0.214, 0.731, 0.064);(-0.1479, -0.2150, 0.1314);False;False;False;0;0;0;0;0;0;0;0;141,605
7955;12,36009312;(-0.034, 1.034, -0.140);True;True;(-0.247, 0.672, 0.097);(-0.1921, -0.5502, 0.2699);False;False;False;0;0;0;0;0;0;0;0;119,815
7960;12,42009449;(-0.034, 1.034, -0.138);True;True;(-0.258, 0.623, 0.115);(-0.1278, -0.8832, 0.2723);False;False;False;0;0;0;0;0;0;0;0;108,402
7965;12,50009632;(-0.033, 1.034, -0.135);True;True;(-0.253, 0.614, 0.112);(0.0419, 0.0036, 0.0054);False;False;False;0;0;0;0;0;0;0;0;124,609
7970;12,56009769;(-0.031, 1.035, -0.134);True;True;(-0.256, 0.608, 0.124);(-0.0741, -0.1146, 0.1654);False;False;False;0;0;0;0;0;0;0;0;190,321
7975;12,64009953;(-0.026, 1.038, -0.133);True;True;(-0.255, 0.616, 0.133);(0.1104, 0.2068, 0.0549);False;False;False;0;0;0;0;0;0;0;0;198,467
7980;12,7001009;(-0.018, 1.044, -0.134);True;True;(-0.229, 0.656, 0.134);(0.7231, 1.1156, -0.0196);False;True;False;1;1;1;1;0;0;0;0;152,857
7985;12,78010273;(-0.008, 1.050, -0.137);True;True;(-0.157, 0.742, 0.130);(0.7303, 0.8493, -0.0500);False;True;False;1;1;1;1;0;0;0;0;133,616
7990;12,8401041;(0.001, 1.056, -0.144);True;True;(-0.095, 0.792, 0.126);(1.2777, 0.8519, -0.1196);False;True;False;1;1;1;0,9655797;0;0;0;0;133,202
8000;12,98010731;(0.016, 1.061, -0.157);True;True;(0.001, 0.776, 0.147);(0.6079, -0.4874, 0.2402);False;True;False;1;1;1;1;0;0;0;0;145,367
8010;13,12011051;(0.025, 1.063, -0.163);True;True;(0.013, 0.728, 0.164);(-0.0482, -0.3035, 0.0159);False;True;False;1;1;1;1;0;0;0;0;169,29
8020;13,26011372;(0.026, 1.062, -0.162);True;True;(-0.004, 0.714, 0.172);(-0.0627, 0.1586, -0.0100);False;False;False;0;0;0;0;0;0;0;0;181,456
8030;13,40011692;(0.022, 1.061, -0.158);True;True;(-0.052, 0.777, 0.169);(-0.4151, 0.3281, 0.0375);False;False;False;0;0;0;0;0;0;0;0;199,04
8040;13,54012012;(0.015, 1.060, -0.153);True;True;(-0.134, 0.793, 0.166);(-0.4099, -0.2333, 0.0497);False;False;False;0;0;0;0;0;0;0;0;211,089
8050;13,68012333;(0.001, 1.054, -0.145);True;True;(-0.188, 0.721, 0.169);(-0.1787, -0.4659, -0.0225);False;False;False;0;0;0;0;0;0;0;0;207,399
8055;13,7401247;(-0.005, 1.051, -0.140);True;True;(-0.197, 0.678, 0.167);(-0.0426, -0.7645, -0.0782);False;False;False;0;0;0;0;0;0;0;0;175,731
8060;13,82012653;(-0.009, 1.049, -0.136);True;True;(-0.192, 0.656, 0.164);(0.0655, -0.2093, -0.0506);False;False;False;0;0;0;0;0;0;0;0;134,278
8065;13,88012791;(-0.012, 1.047, -0.132);True;True;(-0.178, 0.622, 0.179);(0.3058, -0.8932, 0.4869);False;False;False;0;0;0;0;0;0;0;0;105,889
8070;13,96012974;(-0.012, 1.046, -0.130);True;True;(-0.165, 0.610, 0.195);(0.0727, -0.1094, 0.1366);False;False;False;0;0;0;0;0;0;0;0;116,586
8075;14,02013111;(-0.011, 1.048, -0.129);True;True;(-0.153, 0.608, 0.197);(0.3042, 0.0509, -0.0493);False;False;False;0;0;0;0;0;0;0;0;151
8085;14,16013432;(-0.012, 1.058, -0.132);True;True;(-0.126, 0.656, 0.191);(0.4454, 0.7185, 0.0162);False;True;False;1;1;1;0,6664832;0;0;0;0;184,082
8090;14,24013615;(-0.012, 1.060, -0.136);True;True;(-0.095, 0.704, 0.189);(0.3443, 0.5386, -0.0830);False;True;False;1;1;1;0,8203362;0;0;0;0;191,156
8095;14,30013752;(-0.012, 1.062, -0.141);True;True;(-0.060, 0.748, 0.176);(0.6242, 0.5087, -0.0997);False;True;False;1;1;1;0,9547697;0;0;0;0;186,61
8105;14,44014072;(-0.011, 1.062, -0.150);True;True;(-0.013, 0.744, 0.172);(0.1275, -0.1130, -0.0228);False;True;False;1;1;1;1;0;0;0;0;165,881
8115;14,58014393;(-0.008, 1.063, -0.155);True;True;(-0.006, 0.722, 0.171);(-0.0550, -0.1414, 0.0226);False;False;False;0;0;0;0;0;0;0;0;141,46
8125;14,72014713;(-0.010, 1.064, -0.156);True;True;(-0.033, 0.728, 0.162);(-0.2371, 0.1404, -0.0330);False;False;False;0;0;0;0;0;0;0;0;134,889
8135;14,86015034;(-0.012, 1.060, -0.156);True;True;(-0.103, 0.783, 0.153);(-0.4264, 0.2907, -0.1299);False;False;False;0;0;0;0;0;0;0;0;118,412
8140;14,92015171;(-0.013, 1.056, -0.155);True;True;(-0.136, 0.803, 0.144);(-0.5682, 0.3181, -0.2638);False;False;False;0;0;0;0;0;0;0;0;122,597
8145;15,00015354;(-0.014, 1.053, -0.154);True;True;(-0.164, 0.807, 0.134);(-0.2268, -0.0484, -0.1268);False;False;False;0;0;0;0;0;0;0;0;145,623
8150;15,06015491;(-0.015, 1.053, -0.153);True;True;(-0.183, 0.798, 0.123);(-0.3233, -0.2606, -0.1781);False;False;False;0;0;0;0;0;0;0;0;175,782
8155;15,14015675;(-0.018, 1.055, -0.152);True;True;(-0.191, 0.784, 0.114);(-0.0643, -0.1210, -0.0639);False;False;False;0;0;0;0;0;0;0;0;207,297
8160;15,20015812;(-0.020, 1.059, -0.153);True;True;(-0.192, 0.772, 0.110);(0.0048, -0.2356, -0.0839);False;False;False;0;0;0;0;0;0;0;0;203,763
8165;15,28015995;(-0.021, 1.061, -0.155);True;True;(-0.192, 0.767, 0.109);(0.0098, -0.0295, -0.0185);False;False;False;0;0;0;0;0;0;0;0;186,548
8170;15,34016132;(-0.022, 1.062, -0.157);True;True;(-0.190, 0.766, 0.108);(0.0448, -0.0107, 0.0038);False;False;False;0;0;0;0;0;0;0;0;161,503
8180;15,48016453;(-0.021, 1.063, -0.160);True;True;(-0.187, 0.768, 0.110);(0.0408, 0.0282, 0.0057);False;False;False;0;0;0;0;0;0;0;0;140,978
8190;15,62016773;(-0.019, 1.063, -0.161);True;True;(-0.183, 0.769, 0.112);(0.0176, 0.0001, 0.0040);False;False;False;0;0;0;0;0;0;0;0;129,534
